Total networks: 24560
Total scanned IPs: 52917
Cidr IPs-in-cidr
141.138.199.0/24 1
80.66.191.0/24 1
210.14.144.0/20 1
172.110.16.0/24 1
192.249.56.0/22 1
128.201.200.0/24 1
43.240.125.0/24 1
92.24.0.0/15 1
104.247.192.0/21 1
103.56.138.0/24 2
13.226.16.0/21 1
63.112.0.0/12 1
198.61.224.0/19 1
69.94.148.0/24 1
50.3.116.0/22 1
202.171.128.0/19 1
200.69.67.0/24 1
70.233.0.0/16 1
115.127.240.0/22 1
66.150.98.0/23 1
185.223.48.0/24 1
117.213.32.0/20 1
43.254.216.0/22 1
185.220.28.0/22 1
148.66.152.0/22 1
212.82.192.0/19 1
66.11.128.0/24 1
104.75.176.0/20 3
122.176.104.0/22 1
45.129.85.0/24 1
92.122.88.0/22 2
95.224.0.0/14 1
109.236.62.0/24 1
134.73.35.0/24 1
72.247.112.0/22 1
199.231.86.0/24 1
103.195.1.0/24 1
156.236.181.0/24 1
67.194.0.0/16 1
201.222.52.0/24 1
211.252.0.0/15 2
104.119.240.0/21 1
104.103.192.0/20 1
91.136.0.0/17 1
113.198.80.0/21 1
182.71.202.0/24 1
13.111.91.0/24 1
45.119.41.0/24 1
144.208.124.0/24 1
87.101.80.0/22 1
104.79.10.0/24 1
192.200.109.0/24 1
99.86.172.0/22 1
96.48.120.0/22 1
67.210.244.0/24 1
84.237.128.0/17 1
36.65.32.0/20 1
154.92.109.0/24 1
182.163.64.0/19 1
95.47.51.0/24 1
2.59.36.0/22 1
82.56.0.0/16 1
45.77.96.0/20 1
23.52.32.0/22 1
96.125.216.0/21 1
37.112.96.0/22 1
98.142.128.0/22 1
192.81.55.0/24 1
95.71.192.0/18 1
141.51.0.0/16 1
213.129.128.0/21 1
82.138.32.0/19 1
118.24.156.0/22 2
186.188.160.0/20 1
104.73.0.0/22 1
50.0.80.0/20 1
109.248.0.0/22 1
37.49.225.0/24 1
184.84.221.0/24 1
104.78.76.0/23 1
31.154.128.0/17 1
23.211.192.0/20 2
87.122.208.0/20 1
60.216.0.0/15 1
13.35.186.0/23 1
180.244.16.0/21 1
207.232.0.0/18 2
216.221.160.0/19 1
157.255.40.0/21 1
54.232.128.0/18 1
204.225.76.0/23 1
180.244.32.0/21 1
80.178.96.0/19 1
203.155.64.0/20 1
185.3.252.0/22 1
179.107.96.0/20 1
187.17.164.0/22 1
197.251.240.0/20 1
103.224.145.0/24 1
72.51.126.0/24 1
61.207.0.0/16 1
208.112.0.0/17 2
193.104.185.0/24 1
76.164.140.0/22 2
119.29.16.0/23 1
122.166.202.0/24 1
185.182.76.0/24 1
203.146.48.0/22 1
64.162.152.0/23 1
156.235.2.0/23 1
187.237.224.0/19 1
143.84.101.0/24 1
104.85.252.0/22 1
185.150.45.0/24 1
92.122.154.0/24 1
217.152.0.0/16 1
141.105.68.0/24 1
166.211.0.0/17 2
85.25.152.0/22 1
23.14.176.0/20 1
46.5.128.0/17 1
187.111.80.0/23 1
78.109.56.0/21 1
45.60.44.0/24 1
13.35.96.0/21 2
188.65.224.0/21 1
156.227.108.0/24 1
219.99.32.0/20 1
45.83.180.0/24 1
91.228.208.0/22 1
154.82.125.0/24 1
42.112.0.0/20 1
111.91.64.0/18 1
23.210.224.0/22 1
111.118.212.0/22 1
103.24.96.0/24 1
79.141.168.0/23 1
62.77.64.0/18 1
194.247.12.0/23 1
159.255.216.0/21 1
94.158.80.0/20 1
154.80.224.0/19 4
143.93.0.0/16 1
120.131.0.0/23 1
119.29.28.0/23 1
185.56.72.0/22 1
166.84.0.0/16 1
143.204.128.0/21 1
113.190.208.0/20 1
194.255.0.0/16 1
191.98.136.0/24 1
216.21.12.0/24 1
87.120.255.0/24 1
182.75.0.0/16 1
211.154.128.0/19 1
36.68.128.0/21 1
117.121.0.0/18 1
82.141.128.0/18 1
144.48.238.0/24 1
164.68.110.0/23 1
181.214.92.0/24 1
218.7.0.0/16 1
173.224.0.0/21 2
218.247.88.0/21 3
193.29.14.0/24 1
93.123.36.0/24 1
104.114.160.0/22 2
149.126.196.0/22 2
125.166.0.0/21 3
123.51.4.0/24 1
165.231.199.0/24 1
103.231.168.0/23 1
103.97.16.0/20 2
23.48.164.0/22 1
216.83.61.0/24 1
194.67.208.0/20 2
103.46.240.0/24 1
2.20.36.0/22 3
64.79.170.0/24 1
123.206.16.0/20 2
149.129.224.0/19 1
84.237.48.0/21 1
194.151.0.0/17 1
86.57.246.0/24 1
186.248.128.0/17 2
85.109.0.0/17 1
207.38.64.0/21 2
45.135.100.0/24 1
87.13.0.0/17 1
104.86.88.0/21 3
65.240.0.0/13 3
69.8.192.0/18 1
195.254.192.0/19 1
104.102.176.0/20 1
146.120.0.0/16 1
195.35.192.0/18 1
217.79.192.0/20 1
113.60.224.0/19 1
2.20.240.0/23 1
36.255.223.0/24 1
213.188.152.0/22 1
213.149.192.0/19 1
72.255.117.0/24 1
89.24.128.0/17 1
184.50.16.0/22 1
156.17.0.0/16 2
96.16.126.0/23 1
154.82.57.0/24 1
166.164.0.0/16 2
176.95.0.0/16 2
154.208.184.0/21 2
193.239.248.0/23 1
193.134.240.0/22 1
210.233.80.0/20 2
66.129.80.0/20 2
166.153.0.0/16 2
167.71.0.0/20 1
36.82.16.0/21 2
150.129.192.0/22 1
207.210.200.0/22 1
76.220.0.0/15 2
104.25.208.0/20 2
71.15.64.0/21 1
27.148.206.0/23 1
104.18.64.0/20 2
69.212.176.0/21 1
185.216.116.0/22 1
173.249.36.0/23 1
2.155.0.0/16 1
190.201.224.0/19 1
2.134.168.0/21 1
186.194.224.0/20 1
181.168.32.0/19 1
129.204.0.0/18 2
184.150.128.0/18 2
23.61.251.0/24 1
5.251.16.0/20 1
202.8.173.0/24 1
133.237.0.0/17 1
202.44.15.0/24 1
92.50.64.0/19 1
91.205.172.0/22 1
202.175.96.0/19 1
185.200.246.0/23 1
186.92.160.0/19 2
61.87.80.0/20 1
185.146.84.0/22 1
103.68.43.0/24 1
181.49.0.0/19 1
13.249.52.0/22 2
5.164.128.0/18 1
66.81.192.0/24 1
103.73.90.0/24 1
188.69.128.0/20 1
84.232.0.0/17 1
146.217.137.0/24 1
60.28.0.0/15 1
185.53.21.0/24 2
59.168.128.0/17 1
142.255.0.0/17 1
5.63.157.0/24 1
14.139.32.0/24 1
204.14.16.0/22 1
216.250.109.0/24 1
88.247.216.0/22 1
84.45.0.0/17 1
186.194.176.0/20 1
200.71.93.0/24 1
210.236.96.0/20 1
104.117.184.0/22 1
23.13.176.0/22 1
104.89.4.0/22 1
174.35.44.0/24 1
195.254.224.0/19 1
67.255.32.0/19 1
109.109.96.0/19 2
184.51.132.0/22 2
50.2.144.0/22 1
220.248.64.0/18 1
192.158.8.0/22 1
131.123.32.0/20 1
120.133.24.0/22 1
185.120.144.0/22 1
89.45.232.0/21 1
207.148.32.0/24 1
104.90.194.0/23 1
96.6.8.0/22 1
193.238.136.0/22 1
122.56.16.0/20 1
202.61.16.0/20 1
198.99.67.0/24 1
217.29.96.0/21 1
99.84.144.0/24 1
195.165.0.0/16 1
195.171.0.0/16 1
194.228.0.0/17 1
179.57.40.0/21 1
99.86.80.0/21 3
83.247.129.0/24 1
189.245.192.0/21 1
210.26.0.0/15 3
175.102.11.0/24 1
45.83.24.0/22 2
65.61.96.0/19 1
23.197.104.0/22 1
88.130.80.0/20 1
66.185.16.0/20 1
118.232.232.0/21 1
216.183.224.0/19 1
203.97.128.0/17 1
64.28.64.0/19 1
13.1.136.0/23 2
69.161.144.0/20 2
14.234.0.0/20 1
118.25.92.0/22 1
5.149.81.0/24 1
173.201.120.0/22 2
195.167.166.0/23 1
217.64.192.0/20 1
125.166.8.0/21 4
172.245.248.0/24 1
27.7.96.0/21 3
180.70.0.0/16 1
203.77.249.0/24 1
152.70.28.0/22 3
172.64.96.0/20 1
159.103.0.0/16 1
95.181.232.0/21 1
91.240.100.0/23 1
149.81.64.0/18 1
156.0.96.0/19 1
186.52.240.0/20 1
107.172.250.0/23 1
189.235.56.0/21 1
23.35.200.0/22 1
186.1.214.0/24 1
49.44.175.0/24 1
45.160.65.0/24 1
93.174.89.0/24 1
115.178.64.0/19 1
103.68.216.0/24 1
23.67.96.0/20 1
173.247.246.0/23 1
96.30.192.0/19 1
75.101.128.0/17 1
212.34.32.0/20 1
51.218.208.0/20 1
86.57.44.0/22 1
85.204.78.0/24 1
199.193.140.0/22 1
129.135.0.0/16 2
88.82.210.0/23 1
66.113.176.0/20 2
180.148.131.0/24 1
170.239.85.0/24 1
23.210.232.0/22 1
61.133.0.0/17 1
177.230.0.0/17 1
219.87.0.0/17 1
134.119.151.0/24 1
37.150.32.0/21 1
213.149.248.0/21 1
209.61.206.0/23 2
213.226.124.0/24 1
27.78.144.0/21 1
23.53.208.0/22 1
64.71.208.0/21 1
113.113.120.0/21 1
185.66.176.0/22 1
185.208.132.0/22 1
192.170.224.0/19 1
104.238.152.0/22 1
192.227.151.0/24 1
5.45.122.0/24 1
103.251.151.0/24 1
212.131.128.0/17 1
95.213.196.0/23 1
209.58.176.0/22 1
151.237.70.0/23 1
178.237.65.0/24 1
186.95.64.0/19 1
64.120.4.0/22 1
43.224.29.0/24 1
188.213.134.0/24 1
82.195.96.0/19 1
107.175.224.0/20 2
86.212.128.0/17 1
212.88.192.0/19 1
150.116.81.0/24 1
104.199.64.0/19 1
142.91.88.0/21 1
184.29.104.0/22 1
14.182.208.0/20 1
185.187.213.0/24 1
185.40.20.0/22 1
93.82.0.0/15 2
193.108.69.0/24 1
190.46.240.0/20 1
185.58.182.0/23 1
200.16.120.0/21 2
43.249.220.0/22 1
169.139.19.0/24 1
196.216.136.0/22 1
23.14.48.0/22 2
104.196.64.0/19 1
210.57.92.0/22 1
78.111.160.0/20 1
69.27.118.0/24 1
23.19.172.0/22 2
199.91.70.0/24 1
192.236.208.0/23 1
23.12.16.0/20 2
45.60.59.0/24 1
201.207.68.0/23 1
211.18.0.0/16 1
116.89.0.0/18 1
23.2.68.0/22 1
23.94.175.0/24 1
217.146.207.0/24 1
159.8.128.0/18 1
185.231.108.0/24 1
187.19.16.0/23 1
154.211.38.0/24 1
71.254.192.0/19 1
156.235.125.0/24 1
216.38.169.0/24 1
78.110.70.0/24 1
104.237.232.0/24 1
5.10.28.0/23 1
185.143.12.0/22 1
35.184.0.0/19 1
74.209.192.0/18 1
86.105.228.0/24 1
210.2.84.0/24 1
66.150.28.0/22 1
13.33.111.0/24 1
46.33.224.0/19 1
185.80.100.0/22 1
23.237.254.0/24 1
13.249.104.0/21 1
213.14.128.0/19 1
213.74.192.0/19 1
110.232.178.0/24 1
138.185.240.0/22 1
131.216.0.0/16 1
185.252.232.0/22 1
104.124.22.0/24 1
194.89.0.0/16 1
46.201.80.0/22 1
217.71.48.0/20 1
165.231.212.0/24 1
173.219.128.0/21 1
188.11.0.0/16 1
68.234.187.0/24 1
212.158.174.0/23 1
13.111.39.0/24 1
194.132.50.0/23 1
193.52.0.0/16 1
124.105.128.0/19 1
74.126.184.0/23 1
23.61.196.0/23 1
103.26.180.0/24 1
31.40.167.0/24 1
115.135.128.0/18 1
97.74.16.0/22 1
23.32.40.0/22 1
199.231.40.0/23 1
81.25.48.0/20 1
109.99.0.0/16 1
41.209.122.0/24 1
67.212.240.0/21 1
207.212.0.0/14 1
154.94.25.0/24 1
212.14.48.0/20 1
213.173.36.0/22 1
36.82.48.0/22 1
59.154.0.0/16 1
103.60.24.0/22 1
156.221.0.0/18 1
2.21.86.0/23 1
5.62.44.0/23 1
85.8.189.0/24 2
49.248.76.0/24 1
202.255.56.0/22 1
45.32.64.0/19 1
14.232.160.0/20 1
124.244.64.0/18 1
65.96.0.0/16 1
178.251.32.0/21 1
151.65.0.0/16 1
13.111.49.0/24 1
205.234.0.0/19 1
63.69.72.0/22 1
191.241.45.0/24 1
103.48.132.0/22 1
54.192.12.0/22 1
90.157.128.0/17 1
213.211.32.0/19 1
156.229.33.0/24 1
66.226.128.0/20 1
219.119.0.0/16 1
27.77.40.0/21 1
2.22.40.0/22 1
169.61.192.0/18 1
185.17.28.0/22 1
23.45.144.0/22 2
120.89.4.0/24 1
45.249.41.0/24 1
169.45.128.0/18 1
142.91.36.0/22 1
203.151.64.0/19 1
114.38.0.0/16 1
207.54.48.0/20 1
92.62.240.0/20 1
203.115.53.0/24 1
184.87.200.0/22 1
150.129.100.0/22 1
23.201.160.0/20 2
177.54.56.0/23 1
70.32.16.0/20 1
194.230.0.0/16 1
23.60.76.0/23 2
200.13.192.0/19 1
81.46.224.0/21 1
220.113.0.0/20 1
62.24.32.0/19 1
45.118.218.0/24 1
101.100.238.0/24 1
170.158.40.0/24 1
153.122.80.0/20 1
54.169.0.0/17 1
109.70.100.0/24 1
47.89.160.0/19 1
190.156.253.0/24 1
103.193.244.0/22 1
23.209.160.0/20 1
23.95.216.0/22 2
195.178.160.0/19 1
184.28.2.0/23 1
166.156.128.0/17 1
85.96.182.0/23 1
188.162.2.0/23 1
23.206.190.0/23 1
37.116.0.0/16 1
145.226.128.0/18 1
103.253.52.0/22 1
31.162.128.0/18 1
42.200.128.0/19 1
190.101.192.0/19 1
88.247.148.0/22 1
185.249.60.0/22 1
171.227.40.0/21 1
89.144.0.0/18 1
216.58.144.0/20 1
91.241.66.0/24 1
103.63.5.0/24 1
106.51.7.0/24 1
103.30.244.0/24 1
95.214.12.0/22 1
184.26.172.0/22 1
173.249.12.0/23 1
188.234.136.0/22 1
222.49.248.0/21 1
154.95.113.0/24 1
150.109.164.0/22 1
64.74.18.0/23 1
217.65.96.0/19 1
221.12.0.0/17 1
169.44.128.0/17 1
194.28.76.0/22 2
23.9.0.0/20 1
103.70.167.0/24 1
5.48.0.0/14 1
93.170.123.0/24 1
108.59.80.0/20 1
94.247.186.0/23 1
178.93.0.0/18 1
140.128.0.0/13 2
104.195.104.0/21 1
89.152.128.0/18 1
36.69.252.0/22 2
206.214.84.0/22 1
91.225.116.0/22 1
176.99.48.0/21 1
175.160.0.0/12 1
5.253.137.0/24 2
92.116.128.0/18 1
69.31.0.0/17 1
83.43.0.0/16 1
200.165.128.0/18 1
129.126.162.0/24 1
117.185.16.0/21 1
166.104.96.0/20 1
180.246.240.0/21 3
70.184.224.0/20 1
199.2.137.0/24 1
217.163.18.0/24 1
164.162.1.0/24 1
125.7.76.0/24 1
167.164.4.0/24 1
161.10.96.0/19 1
46.182.180.0/22 1
128.255.0.0/16 2
156.237.78.0/24 1
23.196.228.0/23 1
37.208.104.0/22 1
5.253.160.0/23 2
80.128.0.0/12 1
172.86.80.0/20 1
184.58.0.0/17 1
70.132.13.0/24 1
13.1.102.0/23 1
203.167.128.0/17 1
198.170.192.0/24 1
23.62.20.0/22 2
91.236.245.0/24 1
206.174.240.0/20 1
104.78.192.0/20 1
124.41.192.0/19 1
95.163.180.0/22 1
200.98.192.0/18 1
89.207.111.0/24 1
192.234.135.0/24 1
103.131.120.0/22 1
103.38.232.0/22 1
176.12.96.0/21 1
98.16.0.0/13 1
50.80.64.0/21 1
84.216.0.0/14 1
89.218.64.0/19 2
185.134.156.0/22 1
36.255.214.0/24 1
222.164.40.0/23 1
196.200.240.0/20 2
13.33.95.0/24 2
213.168.0.0/19 1
152.16.0.0/16 1
181.189.210.0/23 1
94.24.72.0/22 2
92.122.128.0/20 3
23.10.96.0/20 1
185.227.112.0/22 2
100.16.0.0/16 1
23.92.125.0/24 1
192.56.46.0/24 1
84.236.188.0/22 1
195.206.160.0/24 1
36.71.136.0/21 3
70.45.8.0/21 1
83.216.64.0/19 1
222.255.207.0/24 1
87.14.0.0/15 1
103.56.132.0/22 1
5.76.80.0/22 1
23.27.32.0/20 3
189.247.161.0/24 1
46.183.136.0/21 1
110.164.128.0/17 2
193.231.202.0/24 2
139.217.0.0/17 2
203.104.147.0/24 1
81.200.114.0/24 1
2.22.26.0/23 1
105.227.0.0/16 1
156.227.91.0/24 1
67.221.128.0/20 1
103.97.178.0/24 1
46.236.64.0/18 1
23.44.192.0/20 1
152.195.33.0/24 1
199.167.131.0/24 1
179.25.160.0/20 1
185.5.123.0/24 1
197.15.0.0/18 1
203.86.0.0/19 1
154.160.64.0/20 1
138.197.224.0/22 1
192.161.68.0/22 1
185.199.224.0/22 1
37.140.197.0/24 1
2.18.144.0/20 1
203.233.224.0/20 1
37.251.248.0/21 1
193.187.104.0/22 1
177.91.126.0/23 1
92.177.144.0/21 1
113.160.224.0/20 1
103.70.225.0/24 1
185.39.172.0/22 1
61.176.0.0/16 1
192.198.240.0/20 1
62.193.6.0/24 1
137.227.232.0/21 1
45.249.81.0/24 1
147.255.64.0/20 3
208.91.196.0/23 1
27.155.64.0/19 1
81.29.64.0/19 1
163.44.64.0/19 1
180.211.8.0/21 1
156.142.0.0/16 1
13.4.40.0/22 1
181.62.156.0/22 1
184.26.145.0/24 1
13.35.124.0/22 1
111.206.128.0/18 1
159.182.72.0/21 1
185.128.172.0/22 1
178.153.176.0/20 1
116.92.244.0/22 1
23.221.204.0/22 1
95.137.128.0/18 1
199.7.201.0/24 1
185.158.44.0/22 1
209.114.96.0/19 1
80.211.248.0/21 1
193.104.160.0/24 1
69.17.128.0/18 1
52.84.212.0/22 1
121.208.0.0/12 1
134.175.32.0/20 1
192.56.120.0/24 1
111.221.64.0/18 1
2.183.80.0/20 1
45.13.212.0/24 1
13.32.146.0/24 1
24.43.0.0/16 1
98.124.0.0/18 1
190.218.208.0/22 1
92.247.0.0/17 1
180.243.16.0/21 1
91.220.156.0/24 1
41.141.160.0/21 1
93.94.104.0/22 2
185.85.1.0/24 1
23.36.228.0/23 1
109.104.32.0/19 1
202.222.16.0/20 1
84.16.224.0/19 2
84.24.0.0/14 1
202.0.103.0/24 1
23.41.96.0/20 2
190.96.216.0/21 1
207.189.2.0/24 1
203.95.192.0/22 1
158.228.192.0/19 3
64.73.192.0/19 1
218.216.16.0/20 1
107.154.162.0/24 1
46.225.128.0/19 1
154.211.132.0/24 1
184.94.136.0/22 1
104.97.160.0/20 2
160.20.232.0/21 1
85.99.124.0/23 1
170.52.46.0/23 1
108.160.223.0/24 1
163.166.0.0/16 1
218.248.224.0/20 1
104.86.128.0/20 1
173.239.0.0/19 1
154.219.50.0/24 1
108.160.176.0/22 1
110.34.191.0/24 1
185.224.140.0/22 2
104.108.68.0/23 1
95.219.192.0/20 1
103.252.164.0/22 1
58.40.0.0/16 1
94.75.192.0/18 1
103.249.252.0/22 1
91.203.68.0/22 1
184.27.16.0/22 1
162.217.192.0/21 1
208.74.12.0/24 1
115.31.192.0/20 1
195.238.124.0/22 1
45.12.147.0/24 1
171.240.128.0/21 1
168.187.0.0/20 1
89.33.6.0/24 1
216.58.221.0/24 1
147.92.38.0/24 1
41.216.184.0/24 1
67.78.128.0/17 1
104.31.240.0/20 1
23.247.6.0/24 1
137.207.0.0/16 1
23.229.144.0/22 1
149.154.164.0/22 1
122.180.0.0/16 1
87.78.0.0/15 1
212.43.112.0/20 1
200.105.184.0/22 1
5.149.160.0/21 1
209.188.64.0/20 1
193.66.0.0/16 3
31.206.40.0/21 1
139.59.224.0/20 2
97.74.220.0/22 1
190.83.208.0/20 1
180.245.138.0/23 1
117.247.192.0/20 1
193.242.120.0/24 1
45.58.116.0/24 1
192.241.64.0/20 1
196.44.32.0/20 1
88.212.248.0/21 1
193.42.244.0/23 1
69.172.244.0/23 1
172.245.216.0/22 1
186.232.248.0/21 1
191.96.166.0/24 1
93.103.160.0/19 1
5.189.144.0/20 2
195.200.96.0/19 1
185.201.16.0/24 1
184.174.128.0/18 1
64.34.64.0/20 1
61.91.17.0/24 1
187.212.45.0/24 1
173.221.0.0/16 1
134.19.189.0/24 1
84.108.108.0/22 1
207.186.224.0/20 1
93.160.0.0/13 2
58.120.0.0/13 1
36.77.8.0/21 2
213.109.160.0/22 1
23.111.151.0/24 1
107.174.62.0/23 1
69.163.20.0/24 1
23.36.224.0/22 1
123.241.28.0/22 1
217.70.188.0/22 1
194.124.65.0/24 1
185.13.40.0/22 2
13.249.184.0/21 1
200.66.120.0/22 1
52.144.126.0/23 1
62.163.0.0/17 1
5.154.178.0/24 1
1.163.0.0/16 1
104.247.144.0/20 1
194.228.128.0/17 1
24.123.116.0/24 1
119.29.216.0/23 1
198.82.0.0/16 1
112.23.0.0/19 1
188.209.88.0/21 1
52.85.160.0/22 1
207.162.240.0/20 1
217.219.0.0/16 1
23.52.80.0/20 3
131.114.0.0/16 1
190.140.128.0/17 1
192.121.156.0/22 1
172.241.200.0/22 1
23.52.176.0/22 1
95.101.8.0/22 1
61.197.0.0/16 1
113.214.0.0/15 2
199.229.232.0/22 1
124.47.158.0/24 1
78.28.128.0/18 1
61.233.139.0/24 1
86.57.112.0/22 1
195.137.214.0/23 1
211.244.32.0/19 1
157.255.246.0/23 1
41.231.0.0/16 1
119.42.98.0/24 1
14.143.86.0/23 1
185.191.204.0/24 1
152.89.130.0/23 1
78.110.14.0/24 1
2.80.0.0/14 1
185.5.121.0/24 1
216.118.227.0/24 1
2.58.172.0/24 1
154.93.14.0/24 1
83.96.200.0/22 1
112.65.44.0/23 1
172.106.208.0/22 2
204.15.128.0/22 1
67.217.88.0/24 1
143.137.96.0/24 1
159.65.48.0/20 1
190.211.131.0/24 1
144.163.128.0/17 1
120.41.32.0/20 1
185.12.109.0/24 1
207.180.192.0/23 1
80.58.0.0/16 1
85.142.116.0/22 1
104.238.120.0/22 1
203.133.28.0/24 1
199.101.112.0/22 2
172.241.120.0/22 1
161.199.132.0/22 1
192.227.236.0/22 1
23.83.168.0/21 1
78.150.0.0/15 1
218.229.0.0/16 1
193.253.96.0/19 1
104.122.220.0/23 1
123.241.144.0/22 1
23.50.144.0/20 2
89.108.99.0/24 1
192.88.18.0/24 1
77.16.0.0/14 1
62.0.0.0/16 1
146.88.165.0/24 1
96.241.0.0/16 1
198.169.113.0/24 1
172.246.252.0/22 1
203.115.0.0/18 1
166.62.64.0/22 1
95.181.226.0/24 1
192.162.68.0/22 1
36.72.180.0/23 2
216.16.122.0/24 1
178.251.248.0/21 1
185.226.72.0/24 1
177.10.62.0/23 1
23.62.24.0/22 1
185.124.143.0/24 1
183.181.160.0/20 2
87.252.232.0/24 1
61.31.96.0/19 1
216.105.171.0/24 1
219.211.0.0/16 1
154.220.235.0/24 1
82.28.0.0/14 2
189.250.96.0/20 1
170.158.136.0/22 1
167.99.28.0/22 1
104.74.28.0/22 2
104.232.96.0/20 2
185.78.29.0/24 1
66.232.10.0/24 1
103.127.37.0/24 1
202.210.128.0/18 1
69.85.80.0/20 1
80.244.160.0/21 1
43.251.52.0/24 1
69.161.208.0/20 1
92.243.0.0/20 1
74.220.176.0/20 1
66.155.96.0/21 2
186.248.64.0/18 1
200.238.64.0/18 1
45.64.236.0/22 1
185.66.175.0/24 1
51.155.0.0/16 1
41.223.32.0/22 1
98.190.128.0/19 1
189.167.0.0/20 1
61.153.100.0/23 1
202.166.168.0/22 1
204.93.174.0/24 1
23.62.51.0/24 1
52.85.180.0/22 1
2.23.48.0/20 1
217.199.0.0/19 1
179.28.112.0/20 1
203.147.64.0/20 1
170.158.92.0/24 1
197.156.64.0/24 1
202.21.39.0/24 1
69.67.16.0/20 1
66.134.222.0/23 1
152.182.84.0/24 1
60.54.64.0/18 1
208.90.189.0/24 1
100.34.0.0/16 1
83.205.0.0/16 1
107.173.162.0/24 1
45.12.12.0/22 1
120.72.117.0/24 1
23.208.160.0/22 1
107.162.152.0/24 1
211.110.224.0/20 1
1.128.0.0/11 1
81.10.0.0/17 1
156.233.156.0/24 2
149.36.240.0/24 1
104.200.168.0/22 1
216.146.174.0/24 1
103.117.152.0/24 1
186.202.178.0/24 1
23.0.212.0/22 1
190.99.144.0/20 1
104.121.152.0/22 2
45.124.65.0/24 1
193.42.222.0/24 1
217.173.224.0/20 1
71.126.224.0/19 1
66.243.232.0/21 1
172.217.0.0/16 3
192.80.191.0/24 1
185.107.231.0/24 1
185.30.152.0/22 1
212.55.96.0/19 1
148.253.237.0/24 1
154.90.220.0/24 1
95.101.21.0/24 1
154.211.110.0/24 1
168.235.68.0/22 1
91.206.114.0/23 1
88.212.192.0/19 1
213.255.160.0/19 1
103.66.32.0/22 1
212.237.208.0/22 1
87.245.128.0/18 1
46.44.0.0/20 1
81.7.0.0/19 1
213.105.0.0/17 1
62.228.192.0/19 1
173.240.80.0/20 2
212.199.32.0/19 1
188.237.64.0/18 1
201.211.160.0/19 1
157.52.180.0/24 1
137.99.0.0/16 1
104.124.188.0/22 2
194.5.154.0/24 1
206.196.0.0/20 1
118.103.146.0/24 1
104.28.64.0/20 2
111.206.65.0/24 1
179.188.12.0/24 1
23.77.32.0/20 1
5.61.8.0/22 1
184.50.128.0/20 3
117.169.0.0/17 1
212.50.70.0/24 1
85.31.192.0/19 1
220.244.244.0/23 1
45.251.74.0/23 1
203.228.192.0/18 1
23.204.136.0/23 2
49.143.76.0/22 1
147.235.0.0/16 2
210.107.184.0/24 1
103.216.0.0/24 1
64.111.61.0/24 1
201.187.0.0/20 1
200.194.104.0/21 1
71.7.128.0/19 1
61.29.104.0/22 1
107.173.146.0/23 1
149.5.44.0/24 1
192.227.164.0/22 1
117.21.0.0/16 1
85.222.128.0/19 1
82.159.88.0/21 1
185.96.92.0/22 1
210.208.96.0/19 1
45.94.120.0/22 1
188.65.192.0/21 1
103.75.71.0/24 1
23.94.152.0/21 1
213.21.64.0/18 1
104.254.233.0/24 1
141.123.48.0/21 1
68.232.48.0/20 1
75.32.0.0/13 1
132.177.0.0/16 1
36.78.188.0/23 1
61.164.0.0/16 1
220.68.128.0/24 1
216.136.0.0/17 1
107.158.76.0/22 1
81.91.96.0/20 1
2.57.180.0/22 1
95.213.205.0/24 1
138.197.32.0/20 1
103.200.200.0/24 1
61.155.0.0/16 1
103.123.212.0/22 1
99.84.116.0/22 1
121.7.128.0/17 1
154.82.26.0/24 1
212.21.64.0/19 1
23.203.36.0/22 2
196.201.232.0/21 1
180.244.52.0/22 1
187.125.0.0/18 1
45.95.40.0/22 2
101.124.64.0/18 1
45.13.56.0/22 1
46.254.32.0/22 1
43.248.164.0/23 1
23.55.176.0/20 1
14.237.128.0/20 1
144.34.128.0/19 1
104.80.84.0/22 1
152.136.80.0/20 1
168.153.111.0/24 1
210.237.128.0/17 1
72.246.104.0/21 1
218.103.64.0/18 1
123.193.144.0/21 1
167.127.105.0/24 1
23.77.128.0/20 3
128.8.0.0/16 1
23.61.118.0/23 1
37.131.7.0/24 1
49.205.32.0/19 1
2.21.224.0/22 1
128.46.0.0/16 2
23.52.160.0/22 1
199.30.64.0/22 1
208.79.232.0/21 1
212.147.0.0/17 1
185.28.72.0/22 1
134.90.136.0/21 1
216.110.249.0/24 1
115.85.144.0/20 1
189.72.0.0/18 1
202.85.216.0/21 1
185.4.73.0/24 1
203.174.32.0/19 1
107.152.176.0/21 1
103.198.188.0/22 1
189.39.0.0/18 1
222.255.46.0/23 1
23.1.112.0/20 2
183.80.240.0/20 1
107.175.98.0/24 1
110.3.192.0/18 1
52.85.124.0/22 1
50.116.76.0/22 1
61.94.24.0/21 1
216.177.160.0/19 1
39.109.128.0/18 1
212.127.32.0/19 2
185.46.55.0/24 2
184.51.32.0/24 1
23.200.128.0/22 1
122.144.220.0/23 1
188.117.0.0/18 1
83.239.224.0/20 1
47.5.128.0/18 1
103.59.52.0/22 1
85.11.144.0/20 2
210.127.209.0/24 1
81.193.0.0/16 2
185.114.108.0/24 1
45.65.249.0/24 1
37.152.157.0/24 1
187.32.0.0/16 3
49.142.188.0/22 1
180.248.168.0/22 1
168.228.104.0/23 1
46.143.0.0/18 1
172.81.208.0/20 1
103.212.211.0/24 1
104.171.228.0/22 2
185.147.179.0/24 1
167.57.32.0/20 1
87.233.192.0/18 1
